bpid,mlbid,Name,Year,Age,Team,Role,G,GS,IP,Pitches,,,,,,,,,,,,,,,,,,,,mlbid,Name,Year,Age,Team,Role,G,GS,IP,Pitches
110000,672578,Carlos Hernández,2020,23,KC,RP,2,0,6.3,94,,,,,,,,,,,,,,,,,,,,672578,Carlos Hernández,2020,23,KC,RP,2,0,6.3,94
110000,672578,Carlos Hernández,2020,23,KC,SP,3,3,8.3,161,,,,,,,,,,,,,,,,,,,,672578,Carlos Hernández,2020,23,KC,SP,3,3,8.3,161
67219,593372,Carlos Martinez,2020,28,STL,SP,5,5,20,401,,,,,,,,,,,,,,,,,,,,593372,Carlos Martinez,2020,28,STL,SP,5,5,20.0,401
70883,607074,Carlos Rodón,2020,27,CHW,RP,2,0,2,36,,,,,,,,,,,,,,,,,,,,607074,Carlos Rodón,2020,27,CHW,RP,2,0,2.0,36
70883,607074,Carlos Rodón,2020,27,CHW,SP,2,2,5.7,97,,,,,,,,,,,,,,,,,,,,607074,Carlos Rodón,2020,27,CHW,SP,2,2,5.7,97
104599,656004,Carlos Sanabria,2020,23,HOU,RP,2,0,2,49,,,,,,,,,,,,,,,,,,,,656004,Carlos Sanabria,2020,23,HOU,RP,2,0,2.0,49
70611,608334,Carson Fulmer,2020,26,DET,RP,7,0,6.7,127,,,,,,,,,,,,,,,,,,,,608334,Carson Fulmer,2020,26,DET,RP,7,0,6.7,127
70611,608334,Carson Fulmer,2020,26,BAL,RP,3,0,3.7,61,,,,,,,,,,,,,,,,,,,,608334,Carson Fulmer,2020,26,BAL,RP,3,0,3.7,61
70619,608348,Carson Kelly,2020,25,AZ,RP,1,0,1,12,,,,,,,,,,,,,,,,,,,,608348,Carson Kelly,2020,25,AZ,RP,1,0,1.0,12
122776,663554,Casey Mize,2020,23,DET,SP,7,7,28.3,543,,,,,,,,,,,,,,,,,,,,663554,Casey Mize,2020,23,DET,SP,7,7,28.3,543
67865,594987,Casey Sadler,2020,29,SEA,RP,7,0,10,161,,,,,,,,,,,,,,,,,,,,594987,Casey Sadler,2020,29,SEA,RP,7,0,10.0,161
67865,594987,Casey Sadler,2020,29,CHC,RP,10,0,9.3,187,,,,,,,,,,,,,,,,,,,,594987,Casey Sadler,2020,29,CHC,RP,10,0,9.3,187
51845,491624,César Valdez,2020,35,BAL,RP,9,0,14.3,191,,,,,,,,,,,,,,,,,,,,491624,César Valdez,2020,35,BAL,RP,9,0,14.3,191
68565,643338,Chad Green,2020,29,NYY,RP,22,0,25.7,425,,,,,,,,,,,,,,,,,,,,643338,Chad Green,2020,29,NYY,RP,22,0,25.7,425
102639,641771,Chad Kuhl,2020,27,PIT,RP,2,0,5,83,,,,,,,,,,,,,,,,,,,,641771,Chad Kuhl,2020,27,PIT,RP,2,0,5.0,83
102639,641771,Chad Kuhl,2020,27,PIT,SP,9,9,41.3,706,,,,,,,,,,,,,,,,,,,,641771,Chad Kuhl,2020,27,PIT,SP,9,9,41.3,706
106932,656977,Chad Sobotka,2020,26,ATL,RP,4,0,3.7,80,,,,,,,,,,,,,,,,,,,,656977,Chad Sobotka,2020,26,ATL,RP,4,0,3.7,80
105455,664856,Chance Adams,2020,25,KC,RP,6,0,8.7,176,,,,,,,,,,,,,,,,,,,,664856,Chance Adams,2020,25,KC,RP,6,0,8.7,176
48258,450203,Charlie Morton,2020,36,TB,SP,9,9,38,660,,,,,,,,,,,,,,,,,,,,450203,Charlie Morton,2020,36,TB,SP,9,9,38.0,660
59304,502624,Chase Anderson,2020,32,TOR,RP,3,0,7.3,157,,,,,,,,,,,,,,,,,,,,502624,Chase Anderson,2020,32,TOR,RP,3,0,7.3,157
59304,502624,Chase Anderson,2020,32,TOR,SP,7,7,26.3,495,,,,,,,,,,,,,,,,,,,,502624,Chase Anderson,2020,32,TOR,SP,7,7,26.3,495
100260,608328,Chase De Jong,2020,26,HOU,SP,2,2,6.7,130,,,,,,,,,,,,,,,,,,,,608328,Chase De Jong,2020,26,HOU,SP,2,2,6.7,130
67118,592741,Chasen Shreve,2020,29,NYM,RP,17,0,25,422,,,,,,,,,,,,,,,,,,,,592741,Chasen Shreve,2020,29,NYM,RP,17,0,25.0,422
48658,475054,Chaz Roe,2020,33,TB,RP,10,0,9.3,159,,,,,,,,,,,,,,,,,,,,475054,Chaz Roe,2020,33,TB,RP,10,0,9.3,159
68563,592346,Chi Chi González,2020,28,COL,RP,2,0,6,93,,,,,,,,,,,,,,,,,,,,592346,Chi Chi González,2020,28,COL,RP,2,0,6.0,93
68563,592346,Chi Chi González,2020,28,COL,SP,4,4,13.7,254,,,,,,,,,,,,,,,,,,,,592346,Chi Chi González,2020,28,COL,SP,4,4,13.7,254
69516,605135,Chris Bassitt,2020,31,OAK,SP,11,11,63,946,,,,,,,,,,,,,,,,,,,,605135,Chris Bassitt,2020,31,OAK,SP,11,11,63.0,946
70514,606965,Chris Devenski,2020,29,HOU,RP,4,0,3.7,91,,,,,,,,,,,,,,,,,,,,606965,Chris Devenski,2020,29,HOU,RP,4,0,3.7,91
54159,455119,Chris Martin,2020,34,ATL,RP,18,0,18,278,,,,,,,,,,,,,,,,,,,,455119,Chris Martin,2020,34,ATL,RP,18,0,18.0,278
71000,607391,Chris Mazza,2020,30,BOS,RP,3,0,6.7,118,,,,,,,,,,,,,,,,,,,,607391,Chris Mazza,2020,30,BOS,RP,3,0,6.7,118
71000,607391,Chris Mazza,2020,30,BOS,SP,6,6,23.3,419,,,,,,,,,,,,,,,,,,,,607391,Chris Mazza,2020,30,BOS,SP,6,6,23.3,419
106610,663978,Chris Paddack,2020,24,SD,SP,12,12,59,963,,,,,,,,,,,,,,,,,,,,663978,Chris Paddack,2020,24,SD,SP,12,12,59.0,963
60031,543734,Chris Rusin,2020,33,ATL,RP,1,0,3.3,59,,,,,,,,,,,,,,,,,,,,543734,Chris Rusin,2020,33,ATL,RP,1,0,3.3,59
100323,608717,Chris Stratton,2020,29,PIT,RP,27,0,30,547,,,,,,,,,,,,,,,,,,,,608717,Chris Stratton,2020,29,PIT,RP,27,0,30.0,547
109130,672335,Cionel Pérez,2020,24,HOU,RP,7,0,6.3,128,,,,,,,,,,,,,,,,,,,,672335,Cionel Pérez,2020,24,HOU,RP,7,0,6.3,128
111290,657376,Clarke Schmidt,2020,24,NYY,RP,2,0,2.3,55,,,,,,,,,,,,,,,,,,,,657376,Clarke Schmidt,2020,24,NYY,RP,2,0,2.3,55
111290,657376,Clarke Schmidt,2020,24,NYY,SP,1,1,4,71,,,,,,,,,,,,,,,,,,,,657376,Clarke Schmidt,2020,24,NYY,SP,1,1,4.0,71
70822,605280,Clay Holmes,2020,27,PIT,RP,1,0,1.3,22,,,,,,,,,,,,,,,,,,,,605280,Clay Holmes,2020,27,PIT,RP,1,0,1.3,22
49786,477132,Clayton Kershaw,2020,32,LAD,SP,10,10,58.3,888,,,,,,,,,,,,,,,,,,,,477132,Clayton Kershaw,2020,32,LAD,SP,10,10,58.3,888
123612,676051,Codi Heuer,2020,23,CHW,RP,21,0,23.7,374,,,,,,,,,,,,,,,,,,,,676051,Codi Heuer,2020,23,CHW,RP,21,0,23.7,374
105683,606944,Cody Carroll,2020,27,BAL,RP,3,0,2,83,,,,,,,,,,,,,,,,,,,,606944,Cody Carroll,2020,27,BAL,RP,3,0,2.0,83
106691,664074,Cody Ponce,2020,26,PIT,RP,2,0,3.3,54,,,,,,,,,,,,,,,,,,,,664074,Cody Ponce,2020,26,PIT,RP,2,0,3.3,54
106691,664074,Cody Ponce,2020,26,PIT,SP,3,3,13.7,211,,,,,,,,,,,,,,,,,,,,664074,Cody Ponce,2020,26,PIT,SP,3,3,13.7,211
102719,642003,Cody Reed,2020,27,CIN,RP,9,0,9.3,205,,,,,,,,,,,,,,,,,,,,642003,Cody Reed,2020,27,CIN,RP,9,0,9.3,205
102719,642003,Cody Reed,2020,27,TB,RP,2,0,2.7,31,,,,,,,,,,,,,,,,,,,,642003,Cody Reed,2020,27,TB,RP,2,0,2.7,31
106954,664054,Cody Stashak,2020,26,MIN,RP,11,0,15,227,,,,,,,,,,,,,,,,,,,,664054,Cody Stashak,2020,26,MIN,RP,11,0,15.0,227
45534,430935,Cole Hamels,2020,36,ATL,SP,1,1,3.3,52,,,,,,,,,,,,,,,,,,,,430935,Cole Hamels,2020,36,ATL,SP,1,1,3.3,52
108934,608344,Cole Irvin,2020,26,PHI,RP,3,0,3.7,82,,,,,,,,,,,,,,,,,,,,608344,Cole Irvin,2020,26,PHI,RP,3,0,3.7,82
102757,642121,Cole Sulser,2020,30,BAL,RP,19,0,22.7,416,,,,,,,,,,,,,,,,,,,,642121,Cole Sulser,2020,30,BAL,RP,19,0,22.7,416
69856,607067,Colin Rea,2020,29,CHC,RP,7,0,8.7,148,,,,,,,,,,,,,,,,,,,,607067,Colin Rea,2020,29,CHC,RP,7,0,8.7,148
69856,607067,Colin Rea,2020,29,CHC,SP,2,2,5.3,95,,,,,,,,,,,,,,,,,,,,607067,Colin Rea,2020,29,CHC,SP,2,2,5.3,95
70790,605155,Colten Brewer,2020,27,BOS,RP,7,0,11.3,206,,,,,,,,,,,,,,,,,,,,605155,Colten Brewer,2020,27,BOS,RP,7,0,11.3,206
70790,605155,Colten Brewer,2020,27,BOS,SP,4,4,14.3,300,,,,,,,,,,,,,,,,,,,,605155,Colten Brewer,2020,27,BOS,SP,4,4,14.3,300
108223,669214,Conner Menez,2020,25,SF,RP,7,0,11.3,169,,,,,,,,,,,,,,,,,,,,669214,Conner Menez,2020,25,SF,RP,7,0,11.3,169
109502,641401,Connor Brogdon,2020,25,PHI,RP,9,0,11.3,184,,,,,,,,,,,,,,,,,,,,641401,Connor Brogdon,2020,25,PHI,RP,9,0,11.3,184
107554,669203,Corbin Burnes,2020,25,MIL,RP,3,0,12.7,210,,,,,,,,,,,,,,,,,,,,669203,Corbin Burnes,2020,25,MIL,RP,3,0,12.7,210
107554,669203,Corbin Burnes,2020,25,MIL,SP,9,9,47,799,,,,,,,,,,,,,,,,,,,,669203,Corbin Burnes,2020,25,MIL,SP,9,9,47.0,799
57424,446372,Corey Kluber,2020,34,TEX,SP,1,1,1,18,,,,,,,,,,,,,,,,,,,,446372,Corey Kluber,2020,34,TEX,SP,1,1,1.0,18
70620,608349,Corey Knebel,2020,28,MIL,RP,15,0,13.3,263,,,,,,,,,,,,,,,,,,,,608349,Corey Knebel,2020,28,MIL,RP,15,0,13.3,263
100577,621261,Corey Oswalt,2020,26,NYM,RP,3,0,8.7,149,,,,,,,,,,,,,,,,,,,,621261,Corey Oswalt,2020,26,NYM,RP,3,0,8.7,149
100577,621261,Corey Oswalt,2020,26,NYM,SP,1,1,4.3,74,,,,,,,,,,,,,,,,,,,,621261,Corey Oswalt,2020,26,NYM,SP,1,1,4.3,74
56333,518715,Cory Gearrin,2020,34,MIN,RP,1,0,2,30,,,,,,,,,,,,,,,,,,,,518715,Cory Gearrin,2020,34,MIN,RP,1,0,2.0,30
58350,518886,Craig Kimbrel,2020,32,CHC,RP,18,0,15.3,300,,,,,,,,,,,,,,,,,,,,518886,Craig Kimbrel,2020,32,CHC,RP,18,0,15.3,300
46755,489334,Craig Stammen,2020,36,SD,RP,24,0,24,377,,,,,,,,,,,,,,,,,,,,489334,Craig Stammen,2020,36,SD,RP,24,0,24.0,377
106195,664299,Cristian Javier,2020,23,HOU,RP,2,0,3,51,,,,,,,,,,,,,,,,,,,,664299,Cristian Javier,2020,23,HOU,RP,2,0,3.0,51
106195,664299,Cristian Javier,2020,23,HOU,SP,10,10,51.3,837,,,,,,,,,,,,,,,,,,,,664299,Cristian Javier,2020,23,HOU,SP,10,10,51.3,837
71094,605482,Cy Sneed,2020,27,HOU,RP,18,0,17.3,336,,,,,,,,,,,,,,,,,,,,605482,Cy Sneed,2020,27,HOU,RP,18,0,17.3,336
100588,621290,Dakota Bacus,2020,29,WAS,RP,11,0,11.3,225,,,,,,,,,,,,,,,,,,,,621290,Dakota Bacus,2020,29,WAS,RP,11,0,11.3,225
108931,641712,Dakota Hudson,2020,25,STL,SP,8,8,39,589,,,,,,,,,,,,,,,,,,,,641712,Dakota Hudson,2020,25,STL,SP,8,8,39.0,589
60448,572971,Dallas Keuchel,2020,32,CHW,SP,11,11,63.3,960,,,,,,,,,,,,,,,,,,,,572971,Dallas Keuchel,2020,32,CHW,SP,11,11,63.3,960
104719,656186,Dan Altavilla,2020,27,SD,RP,9,0,8.7,146,,,,,,,,,,,,,,,,,,,,656186,Dan Altavilla,2020,27,SD,RP,9,0,8.7,146
104719,656186,Dan Altavilla,2020,27,SEA,RP,13,0,11.7,217,,,,,,,,,,,,,,,,,,,,656186,Dan Altavilla,2020,27,SEA,RP,13,0,11.7,217
108873,641540,Dane Dunning,2020,25,CHW,SP,7,7,34,571,,,,,,,,,,,,,,,,,,,,641540,Dane Dunning,2020,25,CHW,SP,7,7,34.0,571
55530,453268,Daniel Bard,2020,35,COL,RP,23,0,24.7,404,,,,,,,,,,,,,,,,,,,,453268,Daniel Bard,2020,35,COL,RP,23,0,24.7,404
107596,641447,Daniel Castano,2020,25,MIA,RP,1,0,6.3,96,,,,,,,,,,,,,,,,,,,,641447,Daniel Castano,2020,25,MIA,RP,1,0,6.3,96
107596,641447,Daniel Castano,2020,25,MIA,SP,6,6,23.3,378,,,,,,,,,,,,,,,,,,,,641447,Daniel Castano,2020,25,MIA,SP,6,6,23.3,378
57996,543339,Daniel Hudson,2020,33,WAS,RP,21,0,20.7,378,,,,,,,,,,,,,,,,,,,,543339,Daniel Hudson,2020,33,WAS,RP,21,0,20.7,378
105384,596043,Daniel Mengden,2020,27,OAK,RP,3,0,8.3,144,,,,,,,,,,,,,,,,,,,,596043,Daniel Mengden,2020,27,OAK,RP,3,0,8.3,144
105384,596043,Daniel Mengden,2020,27,OAK,SP,1,1,4,87,,,,,,,,,,,,,,,,,,,,596043,Daniel Mengden,2020,27,OAK,SP,1,1,4.0,87
70778,596057,Daniel Norris,2020,27,DET,RP,13,0,26,436,,,,,,,,,,,,,,,,,,,,596057,Daniel Norris,2020,27,DET,RP,13,0,26.0,436
70778,596057,Daniel Norris,2020,27,DET,SP,1,1,1.7,54,,,,,,,,,,,,,,,,,,,,596057,Daniel Norris,2020,27,DET,SP,1,1,1.7,54
68794,594965,Daniel Ponce de Leon,2020,28,STL,SP,8,8,32.3,643,,,,,,,,,,,,,,,,,,,,594965,Daniel Ponce de Leon,2020,28,STL,SP,8,8,32.3,643
99616,543056,Danny Coulombe,2020,30,MIN,RP,2,0,2.7,50,,,,,,,,,,,,,,,,,,,,543056,Danny Coulombe,2020,30,MIN,RP,2,0,2.7,50
56197,518633,Danny Duffy,2020,31,KC,SP,11,11,56,932,,,,,,,,,,,,,,,,,,,,518633,Danny Duffy,2020,31,KC,SP,11,11,56.0,932
68990,595465,Dan Winkler,2020,30,CHC,RP,18,0,18.3,299,,,,,,,,,,,,,,,,,,,,595465,Dan Winkler,2020,30,CHC,RP,18,0,18.3,299
107229,666204,Dany Jiménez,2020,26,SF,RP,2,0,1.3,37,,,,,,,,,,,,,,,,,,,,666204,Dany Jiménez,2020,26,SF,RP,2,0,1.3,37
50555,503285,Darren O'Day,2020,37,ATL,RP,19,0,16.3,261,,,,,,,,,,,,,,,,,,,,503285,Darren O'Day,2020,37,ATL,RP,19,0,16.3,261
104168,650382,Darwinzon Hernández,2020,23,BOS,RP,7,0,8.3,176,,,,,,,,,,,,,,,,,,,,650382,Darwinzon Hernández,2020,23,BOS,RP,7,0,8.3,176
109149,641726,Daulton Jefferies,2020,24,OAK,SP,1,1,2,53,,,,,,,,,,,,,,,,,,,,641726,Daulton Jefferies,2020,24,OAK,SP,1,1,2.0,53
107467,670280,David Bednar,2020,25,SD,RP,4,0,6.3,118,,,,,,,,,,,,,,,,,,,,670280,David Bednar,2020,25,SD,RP,4,0,6.3,118
59653,571735,David Hale,2020,32,PHI,RP,4,0,6.7,112,,,,,,,,,,,,,,,,,,,,571735,David Hale,2020,32,PHI,RP,4,0,6.7,112
59653,571735,David Hale,2020,32,PHI,SP,2,2,4.3,45,,,,,,,,,,,,,,,,,,,,571735,David Hale,2020,32,PHI,SP,2,2,4.3,45
59653,571735,David Hale,2020,32,NYY,RP,5,0,6,125,,,,,,,,,,,,,,,,,,,,571735,David Hale,2020,32,NYY,RP,5,0,6.0,125
103801,605276,David Hess,2020,26,BAL,RP,3,0,7,117,,,,,,,,,,,,,,,,,,,,605276,David Hess,2020,26,BAL,RP,3,0,7.0,117
111244,656849,David Peterson,2020,24,NYM,RP,1,0,4,59,,,,,,,,,,,,,,,,,,,,656849,David Peterson,2020,24,NYM,RP,1,0,4.0,59
111244,656849,David Peterson,2020,24,NYM,SP,9,9,45.7,753,,,,,,,,,,,,,,,,,,,,656849,David Peterson,2020,24,NYM,SP,9,9,45.7,753
58268,475479,David Phelps,2020,33,MIL,RP,12,0,13,202,,,,,,,,,,,,,,,,,,,,475479,David Phelps,2020,33,MIL,RP,12,0,13.0,202
58268,475479,David Phelps,2020,33,PHI,RP,10,0,7.7,155,,,,,,,,,,,,,,,,,,,,475479,David Phelps,2020,33,PHI,RP,10,0,7.7,155
108953,665152,Dean Kremer,2020,24,BAL,SP,4,4,18.7,346,,,,,,,,,,,,,,,,,,,,665152,Dean Kremer,2020,24,BAL,SP,4,4,18.7,346
107828,665620,Deivi García,2020,21,NYY,SP,6,6,34.3,532,,,,,,,,,,,,,,,,,,,,665620,Deivi García,2020,21,NYY,SP,6,6,34.3,532
49775,476454,Dellin Betances,2020,32,NYM,RP,15,0,11.7,241,,,,,,,,,,,,,,,,,,,,476454,Dellin Betances,2020,32,NYM,RP,15,0,11.7,241
105930,663770,Demarcus Evans,2020,23,TEX,RP,4,0,4,54,,,,,,,,,,,,,,,,,,,,663770,Demarcus Evans,2020,23,TEX,RP,4,0,4.0,54
103196,642701,Dennis Santana,2020,24,LAD,RP,12,0,17,284,,,,,,,,,,,,,,,,,,,,642701,Dennis Santana,2020,24,LAD,RP,12,0,17.0,284
51574,500610,Deolis Guerra,2020,31,PHI,RP,9,0,7.3,130,,,,,,,,,,,,,,,,,,,,500610,Deolis Guerra,2020,31,PHI,RP,9,0,7.3,130
70482,605446,Dereck Rodríguez,2020,28,SF,RP,2,0,4,92,,,,,,,,,,,,,,,,,,,,605446,Dereck Rodríguez,2020,28,SF,RP,2,0,4.0,92
56468,502706,Derek Holland,2020,33,PIT,RP,7,0,14.3,232,,,,,,,,,,,,,,,,,,,,502706,Derek Holland,2020,33,PIT,RP,7,0,14.3,232
56468,502706,Derek Holland,2020,33,PIT,SP,5,5,26.3,487,,,,,,,,,,,,,,,,,,,,502706,Derek Holland,2020,33,PIT,SP,5,5,26.3,487
109073,656970,Devin Smeltzer,2020,24,MIN,RP,6,0,11.7,206,,,,,,,,,,,,,,,,,,,,656970,Devin Smeltzer,2020,24,MIN,RP,6,0,11.7,206
109073,656970,Devin Smeltzer,2020,24,MIN,SP,1,1,4.3,62,,,,,,,,,,,,,,,,,,,,656970,Devin Smeltzer,2020,24,MIN,SP,1,1,4.3,62
102785,642207,Devin Williams,2020,25,MIL,RP,22,0,27,431,,,,,,,,,,,,,,,,,,,,642207,Devin Williams,2020,25,MIL,RP,22,0,27.0,431
104483,650895,Diego Castillo,2020,26,TB,RP,22,0,21.7,320,,,,,,,,,,,,,,,,,,,,650895,Diego Castillo,2020,26,TB,RP,22,0,21.7,320
70860,596027,Dillon Maples,2020,28,CHC,RP,2,0,1,40,,,,,,,,,,,,,,,,,,,,596027,Dillon Maples,2020,28,CHC,RP,2,0,1.0,40
70921,596071,Dillon Peters,2020,27,LAA,SP,1,1,1.7,36,,,,,,,,,,,,,,,,,,,,596071,Dillon Peters,2020,27,LAA,SP,1,1,1.7,36
106989,622253,Dillon Tate,2020,26,BAL,RP,12,0,16.7,285,,,,,,,,,,,,,,,,,,,,622253,Dillon Tate,2020,26,BAL,RP,12,0,16.7,285
105417,659275,Dinelson Lamet,2020,27,SD,SP,12,12,69,1045,,,,,,,,,,,,,,,,,,,,659275,Dinelson Lamet,2020,27,SD,SP,12,12,69.0,1045
67397,593619,Domingo Tapia,2020,28,BOS,RP,5,0,4.3,80,,,,,,,,,,,,,,,,,,,,593619,Domingo Tapia,2020,28,BOS,RP,5,0,4.3,80
100305,608678,Dominic Leone,2020,28,CLE,RP,12,0,9.7,191,,,,,,,,,,,,,,,,,,,,608678,Dominic Leone,2020,28,CLE,RP,12,0,9.7,191
68132,596720,Dovydas Neverauskas,2020,27,PIT,RP,17,0,19,358,,,,,,,,,,,,,,,,,,,,596720,Dovydas Neverauskas,2020,27,PIT,RP,17,0,19.0,358
101448,623454,Drew Anderson,2020,26,CHW,RP,1,0,1.3,50,,,,,,,,,,,,,,,,,,,,623454,Drew Anderson,2020,26,CHW,RP,1,0,1.3,50
47155,460077,Drew Butera,2020,36,COL,RP,1,0,1.7,31,,,,,,,,,,,,,,,,,,,,460077,Drew Butera,2020,36,COL,RP,1,0,1.7,31
68404,519141,Drew Pomeranz,2020,31,SD,RP,20,0,18.7,323,,,,,,,,,,,,,,,,,,,,519141,Drew Pomeranz,2020,31,SD,RP,20,0,18.7,323
133756,656876,Drew Rasmussen,2020,24,MIL,RP,12,0,15.3,302,,,,,,,,,,,,,,,,,,,,656876,Drew Rasmussen,2020,24,MIL,RP,12,0,15.3,302
106928,622098,Drew Smith,2020,26,NYM,RP,8,0,7,109,,,,,,,,,,,,,,,,,,,,622098,Drew Smith,2020,26,NYM,RP,8,0,7.0,109
68688,592767,Drew Smyly,2020,31,SF,RP,2,0,5,79,,,,,,,,,,,,,,,,,,,,592767,Drew Smyly,2020,31,SF,RP,2,0,5.0,79
68688,592767,Drew Smyly,2020,31,SF,SP,5,5,21.3,401,,,,,,,,,,,,,,,,,,,,592767,Drew Smyly,2020,31,SF,SP,5,5,21.3,401
100576,621249,Duane Underwood Jr.,2020,25,CHC,RP,17,0,20.7,335,,,,,,,,,,,,,,,,,,,,621249,Duane Underwood Jr.,2020,25,CHC,RP,17,0,20.7,335
108971,669160,Dustin May,2020,22,LAD,RP,2,0,9.3,138,,,,,,,,,,,,,,,,,,,,669160,Dustin May,2020,22,LAD,RP,2,0,9.3,138
108971,669160,Dustin May,2020,22,LAD,SP,10,10,46.7,728,,,,,,,,,,,,,,,,,,,,669160,Dustin May,2020,22,LAD,SP,10,10,46.7,728
70753,605164,Dylan Bundy,2020,27,LAA,SP,11,11,65.7,1018,,,,,,,,,,,,,,,,,,,,605164,Dylan Bundy,2020,27,LAA,SP,11,11,65.7,1018
105703,656302,Dylan Cease,2020,24,CHW,SP,12,12,58.3,1085,,,,,,,,,,,,,,,,,,,,656302,Dylan Cease,2020,24,CHW,SP,12,12,58.3,1085
68529,592229,Dylan Covey,2020,28,BOS,RP,8,0,14,215,,,,,,,,,,,,,,,,,,,,592229,Dylan Covey,2020,28,BOS,RP,8,0,14.0,215
99857,571670,Dylan Floro,2020,29,LAD,RP,25,0,24.3,371,,,,,,,,,,,,,,,,,,,,571670,Dylan Floro,2020,29,LAD,RP,25,0,24.3,371
105304,658305,Edgar García,2020,23,TB,RP,4,0,3.3,67,,,,,,,,,,,,,,,,,,,,658305,Edgar García,2020,23,TB,RP,4,0,3.3,67
45621,450172,Edinson Volquez,2020,36,TEX,RP,7,0,5.7,108,,,,,,,,,,,,,,,,,,,,450172,Edinson Volquez,2020,36,TEX,RP,7,0,5.7,108
100572,621242,Edwin Díaz,2020,26,NYM,RP,26,0,25.7,480,,,,,,,,,,,,,,,,,,,,621242,Edwin Díaz,2020,26,NYM,RP,26,0,25.7,480
50677,501303,Ehire Adrianza,2020,30,MIN,RP,1,0,1,18,,,,,,,,,,,,,,,,,,,,501303,Ehire Adrianza,2020,30,MIN,RP,1,0,1.0,18
101105,622694,Elieser Hernández,2020,25,MIA,SP,6,6,25.7,450,,,,,,,,,,,,,,,,,,,,622694,Elieser Hernández,2020,25,MIA,SP,6,6,25.7,450
102705,641941,Emilio Pagán,2020,29,SD,RP,22,0,22,367,,,,,,,,,,,,,,,,,,,,641941,Emilio Pagán,2020,29,SD,RP,22,0,22.0,367
108349,660600,Enoli Paredes,2020,24,HOU,RP,22,0,20.7,362,,,,,,,,,,,,,,,,,,,,660600,Enoli Paredes,2020,24,HOU,RP,22,0,20.7,362
59012,541640,Erasmo Ramírez,2020,30,NYM,RP,6,0,14.3,195,,,,,,,,,,,,,,,,,,,,541640,Erasmo Ramírez,2020,30,NYM,RP,6,0,14.3,195
70964,607200,Erick Fedde,2020,27,WAS,RP,3,0,10.3,161,,,,,,,,,,,,,,,,,,,,607200,Erick Fedde,2020,27,WAS,RP,3,0,10.3,161
70964,607200,Erick Fedde,2020,27,WAS,SP,8,8,40,691,,,,,,,,,,,,,,,,,,,,607200,Erick Fedde,2020,27,WAS,SP,8,8,40.0,691
108957,641778,Eric Lauer,2020,25,MIL,RP,2,0,4.3,91,,,,,,,,,,,,,,,,,,,,641778,Eric Lauer,2020,25,MIL,RP,2,0,4.3,91
108957,641778,Eric Lauer,2020,25,MIL,SP,2,2,6.7,153,,,,,,,,,,,,,,,,,,,,641778,Eric Lauer,2020,25,MIL,SP,2,2,6.7,153
102794,642233,Eric Yardley,2020,29,MIL,RP,24,0,23.3,410,,,,,,,,,,,,,,,,,,,,642233,Eric Yardley,2020,29,MIL,RP,24,0,23.3,410
38161,456124,Erik Kratz,2020,40,NYY,RP,2,0,2,38,,,,,,,,,,,,,,,,,,,,456124,Erik Kratz,2020,40,NYY,RP,2,0,2.0,38
104921,657024,Erik Swanson,2020,26,SEA,RP,9,0,7.7,149,,,,,,,,,,,,,,,,,,,,657024,Erik Swanson,2020,26,SEA,RP,9,0,7.7,149
69552,605359,Evan Marshall,2020,30,CHW,RP,23,0,22.7,383,,,,,,,,,,,,,,,,,,,,605359,Evan Marshall,2020,30,CHW,RP,23,0,22.7,383
106667,623465,Evan Phillips,2020,25,BAL,RP,14,0,14.3,279,,,,,,,,,,,,,,,,,,,,623465,Evan Phillips,2020,25,BAL,RP,14,0,14.3,279
66234,570240,Félix Peña,2020,30,LAA,RP,25,0,26.7,460,,,,,,,,,,,,,,,,,,,,570240,Félix Peña,2020,30,LAA,RP,25,0,26.7,460
104792,656492,Foster Griffin,2020,24,KC,RP,1,0,1.7,23,,,,,,,,,,,,,,,,,,,,656492,Foster Griffin,2020,24,KC,RP,1,0,1.7,23
107058,664285,Framber Valdez,2020,26,HOU,RP,1,0,6.3,86,,,,,,,,,,,,,,,,,,,,664285,Framber Valdez,2020,26,HOU,RP,1,0,6.3,86
107058,664285,Framber Valdez,2020,26,HOU,SP,10,10,64.3,963,,,,,,,,,,,,,,,,,,,,664285,Framber Valdez,2020,26,HOU,SP,10,10,64.3,963
67243,593423,Frankie Montas,2020,27,OAK,SP,11,11,53,914,,,,,,,,,,,,,,,,,,,,593423,Frankie Montas,2020,27,OAK,SP,11,11,53.0,914
103945,642584,Franklyn Kilome,2020,25,NYM,RP,4,0,11.3,229,,,,,,,,,,,,,,,,,,,,642584,Franklyn Kilome,2020,25,NYM,RP,4,0,11.3,229
103056,642547,Freddy Peralta,2020,24,MIL,RP,14,0,26.3,487,,,,,,,,,,,,,,,,,,,,642547,Freddy Peralta,2020,24,MIL,RP,14,0,26.3,487
103056,642547,Freddy Peralta,2020,24,MIL,SP,1,1,3,66,,,,,,,,,,,,,,,,,,,,642547,Freddy Peralta,2020,24,MIL,SP,1,1,3.0,66
102751,642100,Gabe Speier,2020,25,KC,RP,8,0,5.7,122,,,,,,,,,,,,,,,,,,,,642100,Gabe Speier,2020,25,KC,RP,8,0,5.7,122
